STOCK_SYMBOL,OPEN_PRICE,CLOSE_PRICE,PREDICTED_PRICE
AAPL,204.8201,204.805,204.73294067382812
AAPL,204.805,204.68,204.67483520507812
AAPL,204.67,204.26,204.6044921875
AAPL,204.25,204.3592,204.5014190673828
AAPL,204.355,204.27,204.3907470703125
AAPL,204.265,204.3099,204.27684020996094
AAPL,204.27,204.6891,204.17198181152344
AAPL,204.68,204.9099,204.1077880859375
AAPL,204.9067,204.88,204.09161376953125
AAPL,204.89,204.87,204.1072235107422
AAPL,204.875,204.78,204.1426239013672
AAPL,204.78,204.72,204.1826629638672
AAPL,204.71,204.1817,204.21881103515625
AAPL,204.1844,204.36,204.2118377685547
AAPL,204.355,204.64,204.1889190673828
AAPL,204.64,204.95,204.17684936523438
AAPL,204.95,204.48,204.1951904296875
AAPL,204.515,204.5694,204.1997833251953
AAPL,204.57,204.74,204.2010955810547
AAPL,204.7589,204.25,204.21226501464844
AAPL,204.2487,204.37,204.1947784423828
AAPL,204.4,204.255,204.16763305664062
AAPL,204.255,203.88,204.12789916992188
AAPL,203.9,203.63,204.0561065673828
AAPL,203.62,203.691,203.95013427734375
AAPL,203.72,203.6,203.8330535888672
AAPL,203.65,203.56,203.71060180664062
AAPL,203.5825,203.8316,203.59063720703125
AAPL,203.79,203.87,203.500244140625
AAPL,203.87,203.6801,203.4392852783203
AAPL,203.68,203.66,203.3893280029297
AAPL,203.68,203.0733,203.3490753173828
AAPL,203.1199,203.0929,203.27691650390625
AAPL,203.09,202.805,203.18984985351562
AAPL,202.8,202.61,203.0788116455078
AAPL,202.61,202.3296,202.9459991455078
AAPL,202.29,202.45,202.78843688964844
AAPL,202.445,202.615,202.63424682617188
AAPL,202.61,202.585,202.50540161132812
AAPL,202.575,202.638,202.4011993408203
AAPL,202.63,202.97,202.3251953125
AAPL,202.96,202.41,202.29747009277344
AAPL,202.37,202.045,202.2651824951172
AAPL,202.03,202.17,202.20645141601562
AAPL,202.1,201.9396,202.14308166503906
AAPL,201.9,201.915,202.0652313232422
AAPL,201.9,201.99,201.98171997070312
AAPL,202.0,202.01,201.9060516357422
AAPL,202.0,202.03,201.84288024902344
AAPL,202.03,202.47,201.79441833496094
AAPL,202.46,202.51,201.79078674316406
AAPL,202.5,202.855,201.82093811035156
AAPL,202.84,203.09,201.89642333984375
AAPL,203.06,203.175,202.0139617919922
AAPL,203.17,202.71,202.1577606201172
AAPL,202.71,202.51,202.2760772705078
AAPL,202.51,202.71,202.35452270507812
AAPL,202.7,203.2326,202.4145965576172
AAPL,203.235,203.0153,202.49501037597656
AAPL,203.0,202.68,202.5681915283203
AAPL,202.67,202.88,202.6074676513672
AAPL,202.88,202.725,202.63507080078125
AAPL,202.7,202.5666,202.6417999267578
AAPL,202.575,202.515,202.62265014648438
AAPL,202.4975,202.6582,202.58360290527344
AAPL,202.684,202.6,202.54396057128906
AAPL,202.605,202.28,202.50254821777344
AAPL,202.28,201.67,202.44021606445312
AAPL,201.67,202.27,202.32493591308594
AAPL,202.29,202.4986,202.22433471679688
AAPL,202.4895,202.44,202.15713500976562
AAPL,202.445,202.67,202.11325073242188
AAPL,202.7,202.76,202.10447692871094
AAPL,202.77,202.5,202.1265106201172
AAPL,202.5,202.755,202.14935302734375
AAPL,202.74,203.38,202.1890869140625
AAPL,203.4599,203.6529,202.28167724609375
AAPL,203.6794,204.09,202.42276000976562
AAPL,204.1187,202.83,202.61752319335938
AAPL,202.84,202.7515,202.74530029296875
AAPL,202.72,202.54,202.81280517578125
AAPL,202.56,202.27,202.81971740722656
AAPL,202.265,201.975,202.76605224609375
AAPL,201.99,201.21,202.65452575683594
AAPL,201.21,201.6108,202.45785522460938
AAPL,201.635,201.75,202.2459716796875
AAPL,201.73,201.93,202.0489959716797
AAPL,201.87,202.235,201.88900756835938
AAPL,202.26,202.205,201.78717041015625
AAPL,202.205,202.645,201.72991943359375
AAPL,202.665,202.59,201.73800659179688
AAPL,202.5614,202.72,201.785888671875
AAPL,202.72,202.65,201.86643981933594
AAPL,202.6587,202.6818,201.95838928222656
AAPL,202.705,202.66,202.05369567871094
AAPL,202.6493,202.6013,202.1429901123047
AAPL,202.62,202.8206,202.21774291992188
AAPL,202.88,203.0,202.29290771484375
AAPL,203.02,202.715,202.3758087158203
AAPL,202.68,202.865,202.43792724609375
AAPL,202.86,203.0166,202.49212646484375
AAPL,203.055,202.995,202.54783630371094
AAPL,203.0113,202.99,202.5990447998047
AAPL,202.99,202.98,202.64312744140625
AAPL,202.9813,203.0499,202.67840576171875
AAPL,202.9881,202.9,202.7100372314453
AAPL,202.865,202.63,202.72621154785156
AAPL,202.61,202.621,202.7115020751953
AAPL,202.6,202.42,202.67617797851562
AAPL,202.4,202.84,202.61512756347656
AAPL,202.84,202.925,202.57061767578125
AAPL,202.925,202.86,202.5465087890625
AAPL,202.865,202.4825,202.53323364257812
AAPL,202.48,202.26,202.50144958496094
AAPL,202.27,202.24,202.44354248046875
AAPL,202.2511,202.1847,202.37060546875
AAPL,202.21,202.6899,202.288818359375
AAPL,202.7,203.0709,202.2426300048828
AAPL,203.11,203.23,202.2509307861328
AAPL,203.225,202.96,202.3068389892578
AAPL,202.955,203.26,202.37185668945312
AAPL,203.27,203.06,202.45947265625
AAPL,203.1,203.1902,202.54197692871094
AAPL,203.2,203.08,202.62420654296875
AAPL,203.085,203.035,202.69259643554688
AAPL,203.01,203.2898,202.74351501464844
AAPL,203.3,203.0837,202.79696655273438
AAPL,203.15,203.26,202.83377075195312
AAPL,203.245,203.32,202.86907958984375
AAPL,203.35,203.37,202.90509033203125
AAPL,203.36,203.23,202.94244384765625
AAPL,203.205,203.2,202.9680633544922
AAPL,203.21,203.17,202.9816436767578
AAPL,203.155,203.48,202.98385620117188
AAPL,203.46,203.81,203.00003051757812
AAPL,203.81,203.84,203.04774475097656
AAPL,203.865,204.01,203.1154327392578
AAPL,204.03,204.43,203.20362854003906
AAPL,204.4175,204.5784,203.328857421875
AAPL,204.595,204.68,203.48052978515625
AAPL,204.73,204.97,203.64608764648438
AAPL,204.9208,204.5799,203.8294219970703
AAPL,204.57,204.45,203.98370361328125
AAPL,204.4582,204.395,204.09771728515625
AAPL,204.4,204.335,204.17214965820312
AAPL,204.32,203.864,204.20999145507812
AAPL,203.885,204.195,204.1868896484375
AAPL,204.21,203.6207,204.1473388671875
AAPL,203.645,203.98,204.05885314941406
AAPL,203.99,204.075,203.9687042236328
AAPL,204.08,204.16,203.89051818847656
AAPL,204.134,204.15,203.8318634033203
AAPL,204.17,203.94,203.78976440429688
AAPL,203.9,204.18,203.74684143066406
AAPL,204.17,203.985,203.72314453125
AAPL,203.975,203.945,203.70033264160156
AAPL,203.95,203.815,203.67674255371094
AAPL,203.81,204.08,203.64511108398438
AAPL,204.06,204.22,203.62896728515625
AAPL,204.2,204.23,203.63441467285156
AAPL,204.215,203.89,203.6548309326172
AAPL,203.91,204.14,203.65992736816406
AAPL,204.135,203.85,203.67190551757812
AAPL,203.845,203.46,203.66729736328125
AAPL,203.49,203.855,203.62425231933594
AAPL,203.86,203.875,203.5862274169922
AAPL,203.87,203.925,203.55592346191406
AAPL,203.8944,204.09,203.5366668701172
AAPL,204.09,204.33,203.53802490234375
AAPL,204.32,204.58,203.5702362060547
AAPL,204.63,204.5959,203.63876342773438
AAPL,204.5967,204.55,203.7280731201172
AAPL,204.55,204.485,203.82168579101562
AAPL,204.52,204.66,203.90684509277344
AAPL,204.705,204.68,203.99246215820312
AAPL,204.67,204.63,204.07359313964844
AAPL,204.64,204.83,204.1422882080078
AAPL,204.8104,204.7385,204.211669921875
AAPL,204.7604,204.585,204.27005004882812
AAPL,204.57,204.65,204.30580139160156
AAPL,204.64,204.56,204.328125
AAPL,204.56,204.649,204.33331298828125
AAPL,204.65,204.87,204.3326873779297
AAPL,204.86,204.84,204.34365844726562
AAPL,204.84,205.12,204.35948181152344
AAPL,205.125,205.205,204.3970184326172
AAPL,205.2094,205.24,204.4524383544922
AAPL,205.24,205.0704,204.5182342529297
AAPL,205.05,205.065,204.57412719726562
AAPL,205.09,205.28,204.6186981201172
AAPL,205.265,205.155,204.6673583984375
AAPL,205.18,205.01,204.70640563964844
AAPL,205.025,205.11,204.7257080078125
AAPL,205.1,205.1238,204.73715209960938
AAPL,205.13,205.09,204.74334716796875
AAPL,205.0944,205.125,204.74307250976562
AAPL,205.14,205.2,204.74078369140625
AAPL,205.19,205.3099,204.74244689941406
AAPL,205.3,205.34,204.75437927246094
AAPL,205.36,205.3487,204.7743682861328
AAPL,205.36,205.3274,204.7989044189453
AAPL,205.34,205.32,204.82310485839844
AAPL,205.32,205.33,204.84466552734375
AAPL,205.34,205.56,204.86351013183594
AAPL,205.55,205.53,204.8953094482422
AAPL,205.5302,205.79,204.93142700195312
AAPL,205.79,205.83,204.986083984375
AAPL,205.8201,205.71,205.0521240234375
AAPL,205.71,205.62,205.11253356933594
AAPL,205.61,205.52,205.1582794189453
AAPL,205.53,205.625,205.18360900878906
AAPL,205.62,205.55,205.2006072998047
AAPL,205.5101,205.53,205.20541381835938
AAPL,205.58,205.695,205.2001495361328
AAPL,205.69,205.647,205.199951171875
AAPL,205.67,205.695,205.1998291015625
AAPL,205.71,205.685,205.20298767089844
AAPL,205.71,205.76,205.20738220214844
AAPL,205.75,205.67,205.2174530029297
AAPL,205.67,205.9,205.22422790527344
AAPL,205.905,205.9609,205.24435424804688
AAPL,205.96,205.88,205.27633666992188
AAPL,205.89,205.76,205.30824279785156
AAPL,205.7897,205.7649,205.32920837402344
AAPL,205.7601,205.78,205.34152221679688
AAPL,205.76,205.84,205.34808349609375
AAPL,205.86,206.17,205.3544921875
AAPL,206.16,205.98,205.383544921875
AAPL,205.97,206.05,205.41244506835938
AAPL,206.03,205.9501,205.44398498535156
AAPL,205.97,205.97,205.46791076660156
AAPL,205.985,205.975,205.4862823486328
AAPL,205.9766,205.98,205.49986267089844
AAPL,205.97,205.8174,205.50949096679688
AAPL,205.815,206.0,205.5042724609375
AAPL,205.99,205.9,205.50213623046875
AAPL,205.89,206.225,205.49520874023438
AAPL,206.21,206.2099,205.50839233398438
AAPL,206.22,206.045,205.5331573486328
AAPL,206.04,206.19,205.55224609375
AAPL,206.2,206.34,205.5762481689453
AAPL,206.36,206.3,205.6123504638672
AAPL,206.305,206.27,205.65118408203125
AAPL,206.255,206.54,205.6868438720703
AAPL,206.54,206.58,205.7367401123047
AAPL,206.57,206.52,205.7954559326172
AAPL,206.54,206.37,205.8516082763672
AAPL,206.36,206.55,205.8912353515625
AAPL,206.55,206.585,205.92942810058594
AAPL,206.59,206.61,205.96629333496094
AAPL,206.6051,206.46,206.00128173828125
AAPL,206.46,206.25,206.0218048095703
AAPL,206.24,205.898,206.01614379882812
AAPL,205.905,206.04,205.96827697753906
AAPL,206.04,205.93,205.90516662597656
AAPL,205.93,205.775,205.8285675048828
AAPL,205.79,205.74,205.73741149902344
AAPL,205.745,205.8028,205.6404571533203
AAPL,205.8,205.58,205.55099487304688
AAPL,205.57,205.72,205.45738220214844
AAPL,205.72,205.86,205.37750244140625
AAPL,205.8723,205.62,205.3226318359375
AAPL,205.603,205.515,205.27178955078125
AAPL,205.51,205.77,205.219970703125
AAPL,205.7565,205.825,205.189208984375
AAPL,205.825,205.71,205.1790008544922
AAPL,205.72,205.58,205.1754608154297
AAPL,205.57,205.4194,205.16763305664062
AAPL,205.42,205.29,205.14620971679688
AAPL,205.285,205.415,205.10821533203125
AAPL,205.42,205.57,205.07066345214844
AAPL,205.56,205.49,205.0473175048828
AAPL,205.48,205.57,205.02981567382812
AAPL,205.57,205.505,205.02333068847656
AAPL,205.505,205.5641,205.0203094482422
AAPL,205.56,205.54,205.02413940429688
AAPL,205.55,205.83,205.03074645996094
AAPL,205.83,205.72,205.05926513671875
AAPL,205.725,205.7205,205.09298706054688
AAPL,205.7331,205.71,205.12782287597656
AAPL,205.6964,205.665,205.16021728515625
AAPL,205.665,205.47,205.18548583984375
AAPL,205.4364,205.35,205.1903839111328
AAPL,205.315,205.08,205.17269897460938
AAPL,205.09,204.97,205.1219940185547
AAPL,204.97,204.7899,205.04489135742188
AAPL,204.75,203.89,204.94284057617188
AAPL,203.86,204.4193,204.76788330078125
AAPL,204.407,204.12,204.59341430664062
AAPL,204.07,203.8,204.4110565185547
AAPL,203.82,203.42,204.21401977539062
AAPL,203.41,202.895,203.9945068359375
AAPL,202.9,202.83,203.73873901367188
AAPL,202.825,202.54,203.47230529785156
AAPL,202.52,202.4875,203.19772338867188
AAPL,202.48,202.59,202.9339141845703
AAPL,201.855,202.6946,202.7039794921875
AAPL,202.65,202.745,202.5213623046875
AAPL,202.7868,202.295,202.3878936767578
AAPL,202.31,202.32,202.26600646972656
AAPL,202.32,202.5473,202.162841796875
AAPL,202.505,201.15,202.0963592529297
AAPL,201.15,201.595,201.96133422851562
AAPL,201.58,202.235,201.82139587402344
AAPL,202.26,202.475,201.73410034179688
AAPL,202.45,202.86,201.70645141601562
AAPL,202.88,202.6595,201.7489776611328
AAPL,202.65,202.5453,201.82237243652344
AAPL,202.5245,202.85,201.90362548828125
AAPL,202.85,202.4401,202.0063018798828
AAPL,202.465,202.455,202.08746337890625
AAPL,202.44,202.125,202.1495361328125
AAPL,202.11,202.37,202.17124938964844
AAPL,202.35,202.625,202.181640625
AAPL,202.6205,202.645,202.20199584960938
AAPL,202.66,202.82,202.22926330566406
AAPL,202.85,202.9908,202.27182006835938
AAPL,202.98,203.04,202.3337860107422
AAPL,203.04,203.045,202.407958984375
AAPL,203.02,203.4152,202.48538208007812
AAPL,203.41,203.31,202.58555603027344
AAPL,203.31,203.41,202.6864013671875
AAPL,203.42,203.07,202.78738403320312
AAPL,203.05,202.99,202.8569793701172
AAPL,202.98,202.97,202.89450073242188
AAPL,202.985,202.935,202.90606689453125
AAPL,202.935,202.95,202.89666748046875
AAPL,202.95,202.763,202.87466430664062
AAPL,202.75,202.395,202.8324432373047
AAPL,202.4295,202.585,202.7533416748047
AAPL,202.565,202.09,202.66830444335938
AAPL,202.1,202.375,202.55029296875
AAPL,202.4148,202.495,202.4384002685547
AAPL,202.494,202.5599,202.3472137451172
AAPL,202.55,202.82,202.2811279296875
AAPL,202.8,202.41,202.255126953125
AAPL,202.3845,202.57,202.22918701171875
AAPL,202.55,202.38,202.21632385253906
AAPL,202.37,202.4112,202.19985961914062
AAPL,202.41,202.05,202.18434143066406
AAPL,202.065,201.75,202.14517211914062
AAPL,201.78,202.24,202.0716552734375
AAPL,202.23,202.21,202.01492309570312
AAPL,202.22,201.4921,201.9717559814453
AAPL,201.51,201.052,201.89031982421875
AAPL,201.0526,200.46,201.75778198242188
AAPL,200.45,200.35,201.55853271484375
AAPL,200.34,200.7,201.3208465576172
AAPL,200.69,200.86,201.09918212890625
AAPL,200.87,200.59,200.9158935546875
AAPL,200.595,200.4,200.7529754638672
AAPL,200.395,200.15,200.60232543945312
AAPL,200.19,200.07,200.45333862304688
AAPL,200.07,200.435,200.31077575683594
AAPL,200.45,201.0112,200.20880126953125
AAPL,201.02,200.8,200.18272399902344
AAPL,200.79,201.1035,200.19540405273438
AAPL,201.09,200.87,200.25518798828125
AAPL,200.8693,201.265,200.32635498046875
AAPL,201.265,201.4,200.42835998535156
AAPL,201.4,201.57,200.55380249023438
AAPL,201.57,201.3953,200.69845581054688
AAPL,201.405,201.42,200.83358764648438
AAPL,201.41,201.23,200.95452880859375
AAPL,201.265,201.3,201.04391479492188
AAPL,201.3108,201.18,201.11061096191406
AAPL,201.22,201.35,201.14881896972656
AAPL,201.38,201.56,201.17709350585938
AAPL,201.535,201.905,201.21151733398438
AAPL,201.93,202.55,201.27206420898438
AAPL,202.568,202.44,201.39154052734375
AAPL,202.43,202.3,201.534423828125
AAPL,202.3,202.025,201.67271423339844
AAPL,202.03,201.9339,201.7781982421875
AAPL,201.89,201.635,201.84716796875
AAPL,201.61,201.79,201.8650665283203
AAPL,201.78,201.42,201.85791015625
AAPL,201.43,201.9,201.80801391601562
AAPL,201.92,201.67,201.76651000976562
AAPL,201.67,201.73,201.71731567382812
AAPL,201.78,201.9,201.67047119140625
AAPL,201.93,202.03,201.6404571533203
AAPL,202.04,201.8847,201.6329803466797
AAPL,201.91,202.11,201.63088989257812
AAPL,202.12,202.015,201.64828491210938
AAPL,202.0242,201.7812,201.6708221435547
AAPL,201.82,201.9514,201.67849731445312
AAPL,201.97,201.8801,201.68751525878906
AAPL,201.9197,201.81,201.69168090820312
AAPL,201.78,201.61,201.687255859375
AAPL,201.595,201.695,201.6632080078125
AAPL,201.7,201.71,201.63357543945312
AAPL,201.705,201.42,201.6033477783203
AAPL,201.42,201.3659,201.55445861816406
AAPL,201.39,201.5,201.49258422851562
AAPL,201.49,201.63,201.43589782714844
AAPL,201.62,201.92,201.39602661132812
AAPL,201.93,201.68,201.39096069335938
AAPL,201.68,202.095,201.39292907714844
AAPL,202.1,201.985,201.42881774902344
AAPL,202.0,202.35,201.47740173339844
AAPL,202.37,202.34,201.556884765625
AAPL,202.37,202.5166,201.65090942382812
AAPL,202.5,202.47,201.76048278808594
AAPL,202.4665,202.5195,201.8694305419922
AAPL,202.535,202.5,201.97360229492188
AAPL,202.5053,202.749,202.06561279296875
AAPL,202.77,202.75,202.16036987304688
AAPL,202.765,202.97,202.25021362304688
AAPL,202.97,202.97,202.3457794189453
AAPL,202.99,203.02,202.438232421875
AAPL,203.0,202.75,202.5253143310547
AAPL,202.74,202.455,202.5832061767578
AAPL,202.455,202.3,202.59608459472656
AAPL,202.3,202.29,202.56643676757812
AAPL,202.28,202.13,202.50924682617188
AAPL,202.13,202.265,202.4261016845703
AAPL,202.2637,202.63,202.34072875976562
AAPL,202.645,202.43,202.2856903076172
AAPL,202.42,202.45,202.24090576171875
AAPL,202.455,202.2849,202.20750427246094
AAPL,202.27,202.48,202.17239379882812
AAPL,202.49,202.1699,202.1522674560547
AAPL,202.17,202.17,202.1217498779297
AAPL,202.17,201.97,202.0863037109375
AAPL,201.995,202.12,202.03591918945312
AAPL,202.1,202.23,201.9896697998047
AAPL,202.21,202.3,201.95733642578125
AAPL,202.295,202.21,201.94183349609375
AAPL,202.21,202.23,201.93255615234375
AAPL,202.24,202.365,201.9295654296875
AAPL,202.35,202.5402,201.9407196044922
AAPL,202.56,202.345,201.97308349609375
AAPL,202.36,202.44,202.0037841796875
AAPL,202.445,202.28,202.03787231445312
AAPL,202.2898,202.4213,202.06056213378906
AAPL,202.47,202.28,202.08395385742188
AAPL,202.28,202.255,202.09620666503906
AAPL,202.29,203.02,202.09829711914062
AAPL,202.99,203.185,202.14755249023438
AAPL,203.23,203.04,202.23696899414062
AAPL,203.03,202.895,202.33688354492188
AAPL,202.86,202.68,202.42633056640625
AAPL,202.69,203.07,202.48692321777344
AAPL,203.055,202.93,202.55116271972656
AAPL,202.89,202.8871,202.60328674316406
AAPL,202.875,202.77,202.64035034179688
AAPL,202.76,202.89,202.6562042236328
AAPL,202.91,202.8,202.6649169921875
AAPL,202.79,202.75,202.66175842285156
AAPL,202.75,202.8593,202.6470947265625
AAPL,202.8406,202.71,202.6333770751953
AAPL,202.715,202.84,202.610595703125
AAPL,202.79,202.37,202.59234619140625
AAPL,202.36,202.3792,202.54519653320312
AAPL,202.38,202.43,202.4823455810547
AAPL,202.425,202.54,202.41693115234375
AAPL,202.535,202.63,202.3622283935547
AAPL,202.63,202.7199,202.3250274658203
AAPL,202.7098,202.595,202.3087158203125
AAPL,202.6049,202.7698,202.29888916015625
AAPL,202.78,202.85,202.3064422607422
AAPL,202.83,202.885,202.33091735839844
AAPL,202.89,202.65,202.36756896972656
AAPL,202.655,202.565,202.39324951171875
AAPL,202.58,202.71,202.403564453125
AAPL,202.71,202.785,202.4130859375
AAPL,202.78,202.9101,202.4267578125
AAPL,202.93,203.2392,202.45115661621094
AAPL,203.23,203.273,202.50442504882812
AAPL,203.2875,203.17,202.57582092285156
AAPL,203.17,203.2038,202.64703369140625
AAPL,203.22,203.19,202.71534729003906
AAPL,203.18,203.235,202.77572631835938
AAPL,203.235,203.065,202.82952880859375
AAPL,203.065,203.04,202.86294555664062
AAPL,203.05,203.22,202.8782958984375
AAPL,203.205,203.135,202.89300537109375
AAPL,203.13,203.205,202.90016174316406
AAPL,203.217,203.055,202.90655517578125
AAPL,203.0523,203.0291,202.90127563476562
AAPL,203.03,203.0257,202.8865203857422
AAPL,203.03,203.13,202.86610412597656
AAPL,203.15,203.06,202.85055541992188
AAPL,203.06,203.1,202.83444213867188
AAPL,203.1,202.9807,202.82183837890625
AAPL,202.98,203.015,202.80398559570312
AAPL,203.01,202.785,202.78622436523438
AAPL,202.78,202.91,202.75347900390625
AAPL,202.93,202.93,202.72174072265625
AAPL,202.9499,203.0802,202.6943817138672
AAPL,203.1,203.205,202.68255615234375
AAPL,203.215,203.07,202.69097900390625
AAPL,203.0656,203.18,202.70294189453125
AAPL,203.165,202.965,202.72418212890625
AAPL,202.95,202.86,202.73501586914062
AAPL,202.86,202.6801,202.7305450439453
AAPL,202.68,202.5402,202.70335388183594
AAPL,202.56,202.39,202.65284729003906
AAPL,202.39,202.22,202.57968139648438
AAPL,202.22,202.2,202.48448181152344
AAPL,202.1996,201.84,202.37985229492188
AAPL,201.84,201.79,202.25108337402344
AAPL,201.77,201.4551,202.11172485351562
AAPL,201.45,201.49,201.9517059326172
AAPL,201.49,201.49,201.79173278808594
AAPL,201.485,201.14,201.6434783935547
AAPL,201.15,201.64,201.4892578125
AAPL,201.64,201.8,201.37747192382812
AAPL,201.81,202.025,201.31410217285156
AAPL,202.025,202.12,201.30416870117188
AAPL,202.105,202.1701,201.3380889892578
AAPL,202.19,202.28,201.4029998779297
AAPL,202.255,202.3969,201.4921875
AAPL,202.41,202.185,201.5998992919922
AAPL,202.18,202.12,201.69757080078125
AAPL,202.08,202.13,201.7770233154297
AAPL,202.1452,202.2,201.83932495117188
AAPL,202.215,202.0828,201.8907012939453
AAPL,202.12,202.2316,201.9228515625
AAPL,202.23,202.3986,201.9503631591797
AAPL,202.4,202.4301,201.9846649169922
AAPL,202.425,202.2278,202.02337646484375
AAPL,202.2,202.13,202.04800415039062
AAPL,202.11,202.26,202.05429077148438
AAPL,202.26,202.25,202.056884765625
AAPL,202.25,202.25,202.05599975585938
AAPL,202.27,202.06,202.0527801513672
AAPL,202.07,201.79,202.03465270996094
AAPL,201.8,201.73,201.98854064941406
AAPL,201.75,201.925,201.92250061035156
AAPL,201.91,201.62,201.86138916015625
AAPL,201.61,201.825,201.7864990234375
AAPL,201.825,201.64,201.72206115722656
AAPL,201.64,201.7209,201.65626525878906
AAPL,201.72,201.6044,201.5999755859375
AAPL,201.585,202.11,201.5459442138672
AAPL,202.1001,202.0,201.53306579589844
AAPL,201.99,201.86,201.5413055419922
AAPL,201.845,201.885,201.55335998535156
AAPL,201.8785,201.94,201.5688934326172
AAPL,201.94,202.03,201.58963012695312
AAPL,201.99,202.0907,201.61883544921875
AAPL,202.13,202.46,201.6560516357422
AAPL,202.44,202.3934,201.7222442626953
AAPL,202.41,202.4984,201.79869079589844
AAPL,202.5076,202.7,201.88400268554688
AAPL,202.69,202.52,201.98350524902344
AAPL,202.525,202.58,202.0726776123047
AAPL,202.56,202.67,202.1526641845703
AAPL,202.69,202.6,202.22703552246094
AAPL,202.61,202.44,202.2872314453125
AAPL,202.45,202.58,202.32208251953125
AAPL,202.63,202.535,202.34715270996094
AAPL,202.53,202.61,202.3604736328125
AAPL,202.5875,202.7,202.3701171875
AAPL,202.705,202.5799,202.38282775878906
AAPL,202.575,202.395,202.38809204101562
AAPL,202.385,202.25,202.37466430664062
AAPL,202.23,201.9,202.33912658691406
AAPL,201.908,201.97,202.26629638671875
AAPL,201.96,202.08,202.1782989501953
AAPL,202.075,202.19,202.0940704345703
AAPL,202.18,202.315,202.02618408203125
AAPL,202.3,202.43,201.98304748535156
AAPL,202.42,202.35,201.96788024902344
AAPL,202.385,202.5601,201.96702575683594
AAPL,202.5716,202.385,201.99073791503906
AAPL,202.39,202.25,202.01698303222656
AAPL,202.24,202.16,202.03347778320312
AAPL,202.19,202.235,202.03579711914062
AAPL,202.225,202.01,202.03370666503906
AAPL,202.01,202.16,202.01300048828125
AAPL,202.1699,202.41,201.99179077148438
AAPL,202.39,202.2955,201.98959350585938
AAPL,202.29,202.3927,201.99240112304688
AAPL,202.39,202.38,202.00535583496094
AAPL,202.35,202.27,202.02334594726562
AAPL,202.27,202.183,202.03567504882812
AAPL,202.19,201.955,202.03717041015625
